id,pais,nivel_educacional,anos_exp_pro,tipo_dev,linguagens,linguagens_desejadas,bancos,plataformas,modelo_trabalho,tamanho_empresa,satisfacao,salario_anual_usd,faixa_etaria,tipo_emprego,cargo_ic_ou_gestao,grupo_exp,linguagem_principal,satisfacao_label,satisfacao_score,faixa_salarial
33887,United States of America,Mestrado,9.0,"Developer, full-stack",Bash/Shell (all shells);C++;Objective-C;Ruby;Swift,Bash/Shell (all shells);Ruby;Rust;Scala;SQL;Swift,PostgreSQL,,Remoto,"10,000 or more employees",,,35-44 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,
33888,Lithuania,Graduação,2.0,"Developer, front-end",HTML/CSS;Java;JavaScript;TypeScript,HTML/CSS;Java;JavaScript;TypeScript,,,Híbrido,10 to 19 employees,,,25-34 years old,"Employed, part-time",,2–4 anos,HTML/CSS,,,
33889,United Kingdom of Great Britain and Northern Ireland,Graduação,17.0,Product manager,Bash/Shell (all shells);C;C#;Cobol;Go;Groovy;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;C#;Cobol;GDScript;Go;HTML/CSS;MicroPython;Python;Rust;TypeScript,Cassandra;Couch DB;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;Neo4J;PostgreSQL;Redis;Solr,"Amazon Web Services (AWS);Google Cloud;Linode, now Akamai;Microsoft Azure",Híbrido,10 to 19 employees,9.0,63694.0,35-44 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),9.0,,60k – 100k
33890,Colombia,Mestrado,,Engineering manager,C;C#;F#;MATLAB,Go;Java;PowerShell;Python;SQL,Dynamodb;Firebase Realtime Database;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Remoto,,10.0,,35-44 years old,"Employed, full-time",People manager,,C,10.0,,
33891,New Zealand,Graduação,23.0,"Developer, full-stack",C#;Delphi;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C#;HTML/CSS;JavaScript;SQL;TypeScript,Cosmos DB;Microsoft SQL Server,Microsoft Azure,Presencial,"Just me - I am a freelancer, sole proprietor, etc.",,76821.0,45-54 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,C#,,,60k – 100k
33892,United States of America,Graduação,2.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,Assembly;Bash/Shell (all shells);C;Java;JavaScript;Kotlin;TypeScript,H2,VMware,Remoto,"10,000 or more employees",7.0,115000.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),7.0,,100k – 150k
33893,Brazil,Graduação,12.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL,,Remoto,"5,000 to 9,999 employees",,46995.0,35-44 years old,"Employed, full-time",,10–19 anos,HTML/CSS,,,30k – 60k
33894,United States of America,Mestrado,21.0,"Developer, full-stack",Bash/Shell (all shells);Java;JavaScript;Scala;SQL,Julia,Cassandra;Elasticsearch;PostgreSQL,Amazon Web Services (AWS);Google Cloud,Presencial,20 to 99 employees,,240000.0,35-44 years old,"Employed, full-time",,20+ anos,Bash/Shell (all shells),,,> 150k
33896,Russian Federation,Ensino Médio,,"Senior Executive (C-Suite, VP, etc.)",Python;SQL,Python,SQLite,,Remoto,2 to 9 employees,,7843.0,45-54 years old,"Employed, full-time",,,Python,,,< 30k
33897,United States of America,Graduação,1.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;PHP;TypeScript,MariaDB;PostgreSQL;Redis,,Presencial,100 to 499 employees,4.0,60000.0,25-34 years old,"Employed, full-time",Individual contributor,0–1 ano,HTML/CSS,4.0,,60k – 100k
33898,United States of America,Ensino Médio,16.0,"Developer, back-end",Bash/Shell (all shells);C#;JavaScript;SQL,Bash/Shell (all shells);C#;JavaScript;SQL,Microsoft SQL Server,,,,,,35-44 years old,"Not employed, but looking for work",,10–19 anos,Bash/Shell (all shells),,,
33899,United States of America,Graduação,2.0,"Developer, back-end",C;C++;Dart;Go;Python;Rust;SQL,C;C++;Dart;Go;Python;Rust;SQL;Swift;TypeScript,MariaDB;Microsoft SQL Server;MySQL;SQLite,Amazon Web Services (AWS);Cloudflare;Microsoft Azure,Presencial,20 to 99 employees,5.0,60000.0,25-34 years old,"Employed, full-time;Student, part-time",Individual contributor,2–4 anos,C,5.0,,60k – 100k
33900,Romania,Graduação,14.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;SQL;TypeScript,Dart;Go;HTML/CSS;JavaScript;Solidity;SQL;TypeScript,Cosmos DB;Dynamodb;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure;Netlify;Vercel,Remoto,100 to 499 employees,8.0,80555.0,25-34 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,10–19 anos,C#,8.0,,60k – 100k
33901,United Kingdom of Great Britain and Northern Ireland,Mestrado,,Engineering manager,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Scala;SQL;Swift;TypeScript,,PostgreSQL,Amazon Web Services (AWS),Híbrido,,8.0,,25-34 years old,"Employed, full-time",People manager,,Bash/Shell (all shells),8.0,,
33903,United States of America,Graduação,20.0,"Developer, embedded applications or devices",C;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;VBA;Visual Basic (.Net),C;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;VBA;Visual Basic (.Net),,,Presencial,2 to 9 employees,,100000.0,35-44 years old,"Employed, full-time",,20+ anos,C,,,100k – 150k
33905,United States of America,Outro,7.0,"Developer, front-end",Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;TypeScript,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Lua;TypeScript,Elasticsearch,Amazon Web Services (AWS);Netlify,Híbrido,I don’t know,3.0,103000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),3.0,,100k – 150k
33906,United States of America,Graduação,2.0,"Developer, back-end",C#;HTML/CSS;JavaScript,HTML/CSS;JavaScript,Dynamodb;Supabase,Amazon Web Services (AWS),Híbrido,"1,000 to 4,999 employees",,180000.0,25-34 years old,"Employed, full-time",,2–4 anos,C#,,,> 150k
33907,Turkey,Técnico/Associado,13.0,Engineering manager,C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Go;HTML/CSS;JavaScript;R,BigQuery;Cassandra;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure;Netlify;Vercel,Híbrido,100 to 499 employees,6.0,63064.0,25-34 years old,"Employed, full-time",People manager,10–19 anos,C#,6.0,,60k – 100k
33908,United States of America,Graduação,8.0,"Developer, full-stack",Go;JavaScript;Python;Rust;TypeScript,Dart;Go;Rust,Cloud Firestore,Firebase,Remoto,2 to 9 employees,,150000.0,25-34 years old,"Employed, full-time",,5–9 anos,Go,,,> 150k
33909,United States of America,Graduação,9.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,Microsoft SQL Server;MongoDB;PostgreSQL;Snowflake,"Amazon Web Services (AWS);Google Cloud;Linode, now Akamai;Microsoft Azure",Híbrido,100 to 499 employees,7.0,240000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,7.0,,> 150k
33911,United States of America,Mestrado,27.0,"Developer, full-stack",HTML/CSS;PHP;PowerShell;Python,HTML/CSS;Perl;PHP;Python;SQL,MariaDB,Amazon Web Services (AWS),Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,45-54 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,HTML/CSS,,,
33912,Japan,Faculdade incompleta,,,C#;Python;R,C#;Python;R,,,Híbrido,,,,45-54 years old,"Employed, full-time",,,C#,,,
33913,Canada,Graduação,7.0,"Developer, back-end",Go;PHP;SQL,Go;PHP;Scala,MongoDB;MySQL,Amazon Web Services (AWS),Híbrido,"1,000 to 4,999 employees",,72693.0,25-34 years old,"Employed, full-time",,5–9 anos,Go,,,60k – 100k
33914,United States of America,Graduação,16.0,"Developer, desktop or enterprise applications",C++;SQL,C++;SQL,SQLite,,Remoto,100 to 499 employees,,130000.0,35-44 years old,"Employed, full-time",,10–19 anos,C++,,,100k – 150k
33915,Turkey,Ensino Médio,3.0,"Developer, front-end",HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,,,Remoto,,,,18-24 years old,"Employed, full-time",,2–4 anos,HTML/CSS,,,
33916,Switzerland,Faculdade incompleta,12.0,"Developer, back-end",Java;JavaScript,Java;Kotlin;Python,PostgreSQL;SQLite,Amazon Web Services (AWS);Heroku;Hetzner;Vercel,,,,,35-44 years old,"Not employed, but looking for work",,10–19 anos,Java,,,
33917,Ukraine,Mestrado,2.0,"Developer, front-end",Delphi;HTML/CSS;Java;JavaScript,JavaScript;TypeScript,Firebase Realtime Database;Firebird;MongoDB,Amazon Web Services (AWS);Firebase,,,,,35-44 years old,"Not employed, and not looking for work",,2–4 anos,Delphi,,,
33918,South Africa,Faculdade incompleta,1.0,"Developer, full-stack",Bash/Shell (all shells);C;Clojure;F#;Go;HTML/CSS;JavaScript;Lisp;Lua;PHP;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);Clojure;Go;Lisp;Rust;Scala;Zig,SQLite,Cloudflare,Remoto,2 to 9 employees,8.0,4843.0,18-24 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,0–1 ano,Bash/Shell (all shells),8.0,,< 30k
33919,United States of America,Faculdade incompleta,9.0,Other (please specify):,GDScript;Julia;Lua;MATLAB;Python,C++;Fortran;GDScript;Haskell;Julia;Lua;Python;Rust,,,Remoto,500 to 999 employees,,10000.0,18-24 years old,"Student, full-time;Employed, part-time",,5–9 anos,GDScript,,,< 30k
33920,Ukraine,Mestrado,2.0,"Developer, back-end",C#,C#,Microsoft SQL Server,Google Cloud,Remoto,10 to 19 employees,5.0,326.0,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,5.0,,< 30k
33921,Canada,Outro,10.0,"Developer, full-stack",C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Dart;GDScript,Microsoft SQL Server,Cloudflare;Google Cloud;Microsoft Azure,Híbrido,500 to 999 employees,10.0,66877.0,45-54 years old,"Employed, full-time",Individual contributor,10–19 anos,C#,10.0,,60k – 100k
33922,"Iran, Islamic Republic of...",Técnico/Associado,3.0,"Developer, back-end",Bash/Shell (all shells);Java;JavaScript;Python;SQL,Bash/Shell (all shells);Java;Python;SQL,Cassandra;H2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,"Linode, now Akamai;Managed Hosting;VMware",Híbrido,500 to 999 employees,6.0,14256.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),6.0,,< 30k
33923,Denmark,Graduação,,Other (please specify):,C++;HTML/CSS;Java;TypeScript,Ada;C++;HTML/CSS;Java;TypeScript;Zig,PostgreSQL,Cloudflare;Oracle Cloud Infrastructure (OCI),,,,,25-34 years old,"Not employed, but looking for work",,,C++,,,
33924,United States of America,Graduação,43.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Ruby;SQL;TypeScript,BigQuery;MySQL,Google Cloud,Remoto,20 to 99 employees,,98000.0,55-64 years old,"Employed, full-time",,20+ anos,HTML/CSS,,,60k – 100k
33925,Poland,Mestrado,10.0,DevOps specialist,Bash/Shell (all shells);C;Groovy;Prolog;Python,Bash/Shell (all shells);C;C++;Go;Python,InfluxDB;PostgreSQL,OpenStack,Remoto,"10,000 or more employees",,,35-44 years old,"Employed, full-time",,10–19 anos,Bash/Shell (all shells),,,
33926,Republic of North Macedonia,Ensino Médio,,Student,C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,C++;HTML/CSS;Java;JavaScript;Python;Rust;SQL;TypeScript,MongoDB;MySQL,,,,,,Under 18 years old,"Not employed, but looking for work;Student, part-time",,,C++,,,
33927,New Zealand,Ensino Fundamental,3.0,"Developer, game or graphics",HTML/CSS;JavaScript,GDScript;HTML/CSS;JavaScript;Python,,,,,,,Under 18 years old,"Not employed, but looking for work",,2–4 anos,HTML/CSS,,,
33928,Poland,Graduação,8.0,"Developer, back-end",Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,Rust;Zig,Microsoft SQL Server;MongoDB;MySQL;SQLite,Amazon Web Services (AWS);Microsoft Azure;Vercel,Híbrido,"1,000 to 4,999 employees",,54442.0,35-44 years old,"Employed, full-time",,5–9 anos,Bash/Shell (all shells),,,30k – 60k
33929,United States of America,Mestrado,,Data scientist or machine learning specialist,Python;SQL,Go;Python;SQL,MySQL;PostgreSQL,Amazon Web Services (AWS);Google Cloud,,,,,18-24 years old,"Not employed, but looking for work",,,Python,,,
33930,United States of America,Faculdade incompleta,1.0,"Developer, full-stack",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust,MongoDB;MySQL;Redis,"Amazon Web Services (AWS);Linode, now Akamai;Managed Hosting;Vercel",,,,,18-24 years old,"Not employed, but looking for work",,0–1 ano,Assembly,,,
33931,Ukraine,Mestrado,2.0,"Developer, QA or test",C#;JavaScript,C#;JavaScript,Microsoft SQL Server;MongoDB;PostgreSQL,Amazon Web Services (AWS);Microsoft Azure,Remoto,500 to 999 employees,7.0,14810.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,7.0,,< 30k
33932,United States of America,Mestrado,,Data or business analyst,,,,,Híbrido,"1,000 to 4,999 employees",,,25-34 years old,"Employed, full-time",,,,,,
33933,Russian Federation,Faculdade incompleta,3.0,Developer Experience,Bash/Shell (all shells);JavaScript;TypeScript,TypeScript,PostgreSQL,,Remoto,"5,000 to 9,999 employees",7.0,33613.0,18-24 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),7.0,,30k – 60k
33934,Isle of Man,Graduação,14.0,"Developer, back-end",Bash/Shell (all shells);C#;Java;JavaScript;Python;SQL,Bash/Shell (all shells);C#;Python;SQL,Dynamodb;Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS),Remoto,"5,000 to 9,999 employees",7.0,152865.0,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,Bash/Shell (all shells),7.0,,> 150k
33935,Portugal,Mestrado,15.0,"Developer, desktop or enterprise applications",C;C++;Java,C++;Python;Zig,,OVH,Híbrido,20 to 99 employees,7.0,39740.0,35-44 years old,"Employed, full-time",Individual contributor,10–19 anos,C,7.0,,30k – 60k
33936,Sweden,Mestrado,17.0,"Developer, back-end",C#;HTML/CSS;JavaScript;PowerShell;SQL,TypeScript,Microsoft SQL Server;Redis,Google Cloud;Managed Hosting,Híbrido,100 to 499 employees,,,45-54 years old,"Employed, full-time",,10–19 anos,C#,,,
33937,United States of America,Graduação,10.0,"Developer, full-stack",JavaScript;SQL;TypeScript,SQL;TypeScript,PostgreSQL,Google Cloud,Remoto,2 to 9 employees,10.0,,25-34 years old,"Independent contractor, freelancer, or self-employed",Individual contributor,10–19 anos,JavaScript,10.0,,
33938,United States of America,Graduação,25.0,"Developer, full-stack",C#;JavaScript,C#;F#;Rust,Cosmos DB;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Microsoft Azure,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,45-54 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,C#,,,
33939,France,Pós-graduação/Doutorado,15.0,Scientist,C#;HTML/CSS;JavaScript;R,C#;HTML/CSS;JavaScript;R,,Digital Ocean,Híbrido,"10,000 or more employees",,64444.0,35-44 years old,"Employed, full-time",,10–19 anos,C#,,,60k – 100k
33940,Ukraine,Ensino Médio,2.0,"Developer, back-end",Java;SQL,HTML/CSS;Java;JavaScript;SQL;TypeScript,MySQL;PostgreSQL,,Remoto,2 to 9 employees,5.0,1037.0,25-34 years old,"Employed, part-time",People manager,2–4 anos,Java,5.0,,< 30k
33941,Australia,Graduação,15.0,"Developer, full-stack",Clojure;Go;Nim;Python,Clojure;Go,Dynamodb;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud,Remoto,100 to 499 employees,,112312.0,35-44 years old,"Employed, full-time",,10–19 anos,Clojure,,,100k – 150k
33943,United States of America,Graduação,7.0,"Developer, QA or test",Bash/Shell (all shells);Java;JavaScript;Kotlin;Objective-C;Swift,Bash/Shell (all shells);Java;JavaScript;Kotlin;Rust;Swift,Elasticsearch;Microsoft SQL Server;PostgreSQL,Microsoft Azure,Remoto,"5,000 to 9,999 employees",7.0,140000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Bash/Shell (all shells),7.0,,100k – 150k
33944,United States of America,Graduação,17.0,"Developer, full-stack",Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;Swift;TypeScript,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;Swift;TypeScript,Dynamodb;Elasticsearch;Microsoft SQL Server;Redis,Amazon Web Services (AWS);Microsoft Azure,Híbrido,20 to 99 employees,9.0,115000.0,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Individual contributor,10–19 anos,Bash/Shell (all shells),9.0,,100k – 150k
33945,United States of America,Faculdade incompleta,35.0,"Developer, back-end",C#;PowerShell;SQL;VBA;Visual Basic (.Net),,Elasticsearch;Microsoft SQL Server;MongoDB,Amazon Web Services (AWS);Microsoft Azure;OpenStack,Remoto,100 to 499 employees,8.0,150000.0,55-64 years old,"Employed, full-time",Individual contributor,20+ anos,C#,8.0,,> 150k
33946,Germany,Ensino Médio,18.0,"Developer, full-stack",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Objective-C;PHP;SQL,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Objective-C;PHP;SQL,MariaDB;SQLite,,Híbrido,"Just me - I am a freelancer, sole proprietor, etc.",,,35-44 years old,"Independent contractor, freelancer, or self-employed",,10–19 anos,Bash/Shell (all shells),,,
33947,Canada,Graduação,2.0,"Developer, full-stack",C#;Dart;Kotlin;Python;SQL,Dart;Kotlin;Rust;Scala,PostgreSQL;Redis;Supabase,Digital Ocean;Supabase,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,25-34 years old,"Independent contractor, freelancer, or self-employed",,2–4 anos,C#,,,
33948,United States of America,Técnico/Associado,40.0,"Developer, embedded applications or devices",Bash/Shell (all shells);C;C++;Python,Bash/Shell (all shells);C;C++;Python,,,Híbrido,20 to 99 employees,,182000.0,65 years or older,"Employed, full-time",,20+ anos,Bash/Shell (all shells),,,> 150k
33949,United States of America,Faculdade incompleta,8.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,C++;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,MariaDB;MySQL,Amazon Web Services (AWS);Cloudflare;Managed Hosting,Híbrido,20 to 99 employees,7.0,68000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,7.0,,60k – 100k
33950,United States of America,Graduação,,Other (please specify):,Bash/Shell (all shells);C;C#;Clojure;GDScript;HTML/CSS;Java;JavaScript;Lisp;PowerShell;Python;R;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;HTML/CSS;Java;JavaScript;Lisp;PowerShell;Python;R;SQL,Microsoft SQL Server,Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure;Oracle Cloud Infrastructure (OCI),Remoto,,0.0,,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Individual contributor,,Bash/Shell (all shells),0.0,,
33951,United States of America,Graduação,3.0,"Developer, full-stack",Bash/Shell (all shells);C#;C++;GDScript;Python,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Python,SQLite,,Presencial,"5,000 to 9,999 employees",6.0,70000.0,25-34 years old,"Employed, full-time",Individual contributor,2–4 anos,Bash/Shell (all shells),6.0,,60k – 100k
33952,Argentina,Graduação,28.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;VBA,C#;JavaScript;PHP;VBA,Microsoft Access;MySQL,,Híbrido,20 to 99 employees,8.0,12000.0,45-54 years old,"Employed, full-time;Student, part-time",Individual contributor,20+ anos,HTML/CSS,8.0,,< 30k
33953,United States of America,Graduação,2.0,"Developer, full-stack",C#;HTML/CSS;Java;JavaScript,C#;HTML/CSS,MariaDB;MySQL,,Remoto,"1,000 to 4,999 employees",8.0,70000.0,35-44 years old,"Employed, full-time",Individual contributor,2–4 anos,C#,8.0,,60k – 100k
33954,"Venezuela, Bolivarian Republic of...",Graduação,3.0,"Developer, front-end",HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,MongoDB;PostgreSQL,Amazon Web Services (AWS);Heroku;Netlify;Render;Vercel,Remoto,"Just me - I am a freelancer, sole proprietor, etc.",,,25-34 years old,"Student, full-time;Not employed, but looking for work;Independent contractor, freelancer, or self-employed",,2–4 anos,HTML/CSS,,,
33955,Russian Federation,Faculdade incompleta,0.5,System administrator,Assembly;Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,Bash/Shell (all shells);Rust,,,Remoto,10 to 19 employees,7.0,,18-24 years old,"Independent contractor, freelancer, or self-employed;Not employed, and not looking for work;Retired",Individual contributor,0–1 ano,Assembly,7.0,,
33956,United States of America,Mestrado,8.0,"Developer, back-end",Go,Go,Dynamodb;MySQL,Amazon Web Services (AWS);Databricks,Remoto,"1,000 to 4,999 employees",,30000.0,25-34 years old,"Employed, full-time",,5–9 anos,Go,,,30k – 60k
33957,United States of America,Mestrado,6.0,Cloud infrastructure engineer,C#;C++;Python,Python,Cosmos DB,Microsoft Azure,Presencial,I don’t know,8.0,,35-44 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,8.0,,
33958,Azerbaijan,Graduação,6.0,"Developer, back-end",HTML/CSS;Java;JavaScript;TypeScript,Java;JavaScript;TypeScript,PostgreSQL,Amazon Web Services (AWS);Digital Ocean;Vercel,Remoto,20 to 99 employees,,65000.0,35-44 years old,"Employed, full-time",,5–9 anos,HTML/CSS,,,60k – 100k
33959,United States of America,Ensino Fundamental,,,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python,,,,,,,Under 18 years old,"Student, full-time;Not employed, and not looking for work",,,Bash/Shell (all shells),,,
33960,Canada,Mestrado,,"Developer, full-stack",JavaScript;TypeScript,Python,MongoDB;MySQL,Amazon Web Services (AWS),Híbrido,,,,55-64 years old,"Independent contractor, freelancer, or self-employed",,,JavaScript,,,
33961,Ukraine,Mestrado,9.0,"Developer, back-end",Java,C++,MariaDB;MySQL;PostgreSQL;SQLite,,Remoto,100 to 499 employees,4.0,1037.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Java,4.0,,< 30k
33962,Germany,Graduação,13.0,"Developer, desktop or enterprise applications",C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;SQL,MySQL,Hetzner,Híbrido,100 to 499 employees,,107406.0,25-34 years old,"Employed, full-time",,10–19 anos,C#,,,100k – 150k
33963,United Kingdom of Great Britain and Northern Ireland,Pós-graduação/Doutorado,8.0,Academic researcher,Python,,,,Híbrido,I don’t know,7.0,48407.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,Python,7.0,,30k – 60k
33964,El Salvador,Ensino Médio,,"Developer, full-stack",Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,Digital Ocean;Fly.io;Heroku,,,,,25-34 years old,"Student, full-time;Not employed, and not looking for work",,,Bash/Shell (all shells),,,
33965,United States of America,Graduação,16.0,"Developer, full-stack",C#;SQL;TypeScript,C#;Rust;SQL;TypeScript,Microsoft SQL Server;MySQL,Hetzner;Microsoft Azure,Remoto,"1,000 to 4,999 employees",,50.0,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",,10–19 anos,C#,,,< 30k
33966,Brazil,Mestrado,25.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP,HTML/CSS;JavaScript;PHP,MySQL,Amazon Web Services (AWS);Cloudflare;Hetzner,Híbrido,20 to 99 employees,,,45-54 years old,"Independent contractor, freelancer, or self-employed",,20+ anos,HTML/CSS,,,
33967,Netherlands,Graduação,6.0,"Developer, full-stack",Java;TypeScript,Java;TypeScript,H2;PostgreSQL,Google Cloud;Microsoft Azure;OpenShift,Híbrido,"1,000 to 4,999 employees",,77332.0,25-34 years old,"Employed, full-time",,5–9 anos,Java,,,60k – 100k
33968,United States of America,Graduação,37.0,"Developer, mobile",Objective-C;Python;Swift,Swift,,,Híbrido,2 to 9 employees,8.0,,55-64 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Individual contributor,20+ anos,Objective-C,8.0,,
33969,Canada,Faculdade incompleta,11.0,"Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;PHP;SQL,MariaDB;MySQL;SQLite,Managed Hosting,Híbrido,20 to 99 employees,10.0,59608.0,25-34 years old,"Employed, full-time",Individual contributor,10–19 anos,HTML/CSS,10.0,,30k – 60k
33970,Argentina,Graduação,6.0,Developer Experience,C#;SQL,C#;Rust,Microsoft SQL Server,Microsoft Azure,Híbrido,100 to 499 employees,9.0,,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,C#,9.0,,
33971,United States of America,Mestrado,12.0,Engineering manager,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL,Python;R,BigQuery;Cassandra;H2;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis,Amazon Web Services (AWS);Google Cloud,Remoto,"5,000 to 9,999 employees",6.0,150000.0,45-54 years old,"Employed, full-time",People manager,10–19 anos,Bash/Shell (all shells),6.0,,> 150k
33972,Brazil,Graduação,10.0,"Developer, mobile",Dart;HTML/CSS;Java;JavaScript;Kotlin;Swift,,,Firebase;Google Cloud,,,,,35-44 years old,"Not employed, but looking for work",,10–19 anos,Dart,,,
33973,United States of America,Mestrado,2.0,Data or business analyst,Python;SQL,,Databricks SQL,Amazon Web Services (AWS);Databricks,Presencial,"10,000 or more employees",,75000.0,25-34 years old,"Employed, full-time",,2–4 anos,Python,,,60k – 100k
33974,United States of America,Graduação,9.0,"Developer, full-stack",HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,MongoDB;PostgreSQL,Amazon Web Services (AWS),Remoto,100 to 499 employees,8.0,192000.0,25-34 years old,"Employed, full-time",Individual contributor,5–9 anos,HTML/CSS,8.0,,> 150k
33975,Mexico,Graduação,2.0,"Developer, full-stack",C#;Dart;Java;JavaScript;SQL,Assembly;Bash/Shell (all shells);C#;Java;JavaScript;SQL,Microsoft SQL Server;PostgreSQL,Amazon Web Services (AWS);Heroku;Microsoft Azure;VMware,Presencial,10 to 19 employees,,591.0,18-24 years old,"Employed, full-time",,2–4 anos,C#,,,< 30k
